source,target,en_length,zh_length
"So they ignore me, and look at the hue of my fur with sharper glares than I’m comfortable with.",他们没有搭理我，还用令人不爽的刻薄眼神打量我的毛色。,95,26
"I see Nate and Ben, too, but quickly put as much distance between us as possible.",我还看见了Nate和Ben，不过尽可能与他们保持了距离。,81,28
"But when I see Felipe, Paul and Dimitri, naturally I gravitate towards them.",想也知道我会加入Felipe、Paul和Dimitri了。,76,29
Felipe clicked his tongue.,Felipe发出弹舌声。,26,12
"As we take our time to expand the tunnel longer and longer, it turns out that the notion that there were considerably more silver veins hidden here was correct.",随着隧道越挖越长，更多银矿隐藏在这里的猜测也被证实。,160,26
We expose enough of the shining to start driving picks into the wall and blasting on several ends and sides of the tunnel.,我们刨出足够的矿脉，并开始在隧道的两端和两壁实施爆破。,122,27
"Felipe always holds the pick for Paul, and Dimitri holds his pick for me.",Felipe一直为Paul握着凿子，Dimitri则是为我。,73,30
I’m surprised he feels comfortable enough to do that.,我很诧异他放心让我一个新手挥锤。,53,16
"But he just guides me on how to stand, with how much force I should swing, and where I should focus my gaze.",但他只是一步步指引着我，从站姿、力度，再到目光应该放在哪。,108,29
"Between all of us we set off successful blast after successful blast, and it’s starting to feel like it’s second nature.",爆破工作顺风顺水，我也感觉得心应手了。,120,19
But I still can’t shake how much the explosions leave me rattled.,不过每次爆炸仍然会令我忐忑不安。,65,16
"When the others are distracted, the jackrabbit crouches, picks up a big chunk of silver, and then dumps it in his pocket.",趁着其他人分心，野兔捡起一大块银丢进口袋。,121,21
What I think he means is that he’s stealing.,言下之意就是偷。,44,8
...I kind of want to steal too.,...我也不是没想过。,31,11
But I probably shouldn’t. It could mess up everything for the robbery that’s going to matter.,但还是算了，不能影响到事关重要的大抢劫。,93,20
"When the others come back from their water break, we get ready to strike at the rock again, but we’re interrupted.",等其他人补充完水分后，我们着手准备凿岩，却被一个人打断了。,114,29
We hear Ben sprinting down the tunnels before we see him.,从看不见的地方传来了Ben跑步的声音。,57,19
"He’s panting a bit, out of breath.",他气喘吁吁的。,34,7
"The wolverine’s tone is caustic, but the dog ignores it.",狗无视了狼獾刻薄的语气。,56,12
Ben lets out a nervous laugh.,Ben紧张地干笑了一声。,29,12
Paul grumbles but Dimitri just takes off his pack and tosses it to Ben.,Paul小声发着牢骚，Dimitri则直接解下袋子丢给Ben。,71,31
Ben smiled.,Ben露出笑容。,11,8
And then he was off.,之后便离开了。,20,7
I lower my voice.,我压低声音。,17,6
Paul looked down the tunnel to see if anybody was coming.,Paul望向隧道，查看是否有人靠近。,57,18
Dimitri just shook his head.,Dimitri只是摇了摇头。,28,14
Dimitri pat me on the shoulder.,Dimitri拍了拍我的肩膀。,31,15
He added that quickly with a warm laugh.,他爽朗一笑，迅速补充道。,40,12
"We hear Beckett curse in the distance as the compressor rumbles to a halt, but then we continue our conversation.",远方响起了Beckett的咒骂声，随之而来的还有空压机停止运转的声音，但这些都没能打断我们。,113,46
We hear jogging again.,又有脚步声传来。,22,8
"Ben’s back, breathing harder than usual.",Ben喘着粗气回来了。,40,11
"He shoves the bag into Dimitri’s paws and picks up his run again, following the cord on the ground.",他把袋子推回Dimitri掌中，又沿着地上的管线跑开了。,99,28
All of us are looking at the bag.,我们所有人都盯着那个袋子。,33,13
Dimitri crouches and empties the contents of his bag on the tracks.,Dimitri蹲在地上，把袋子翻了个底朝天。,67,22
He smiles up at everybody.,他对着所有人一笑。,26,9
I don’t care if the bag is fine.,我才不管袋子有没有问题。,32,12
I don’t trust Ben.,我就是不信任Ben。,18,10
I can tell that Paul still doesn’t either.,看得出Paul也一样。,42,11
"Felipe seems indifferent, considering it looks like he’s stealing something else.",Felipe倒是漠不关心，似乎又在一旁偷藏什么东西。,81,26
I can’t believe I’m the one following the law for a change.,真不敢相信现在换我遵纪守法了。,59,15
But we carry on with the work regardless.,无论如何工作还是要继续的。,41,13
Felipe and Paul perform the next successful blast.,Felipe和Paul又进行了一次顺利的爆破。,50,23
"Once we haul all of the rocks out of the way and load them into carts, then unload them into cages, it’s mine and Dimitri’s turn to do the next blast.",我们把石块全部收拾起来，用推车运进升降机，接着轮到我和Dimitri爆破了。,150,38
"I’m thankful that he lets me drive the steel, and am as careful as possible to perfect my strike routine, swinging when Dimitri tells me to.",我很感谢Dimitri让我来挥锤，也尽可能遵循他的指示，万分小心地完成了动作。,140,39
I wish I had one of those hats with a lamp like Nik does.,要是我有Nik那种带灯的帽子就好了。,57,18
Just lighting a fuse with a candle’s flame doesn’t look nearly as stylish.,用蜡烛点引线一点也不有型。,74,13
He hands me a small stick and I look for the hole.,我接过他递来一根小棒子，前去查看刚凿的洞。,50,21
"The fuses are slow enough to light them before we put the stick in, and sometimes the angles make it impossible to light it that way.",虽然有时视角度而定，不过引线燃烧的速度慢到足够在外面点燃了。,133,30
So I bring it to the tip of the candle.,于是我把蜡烛凑近引线末端。,39,13
"I expect to hear that low, steady hiss, but what I see is the loud, white fizz of a sparkler.",我本以为它会发出缓慢而稳定的嘶嘶声，不承想迎来了响亮而刺眼的火光。,93,33
"I bring it to the rock, feeling confused.",我拿着棒子，满是疑惑地走到洞前。,41,16
But Dimitri slaps it out of my hand.,却被Dimitri一把夺走。,36,14
I feel him push me as hard as he can and go flying as I hear the blast.,爆炸声响起的瞬间，他用尽全力将我推飞。,71,19
"I can see a part of the ceiling collapse, and people start to scream.",我看到一部分洞顶逐渐崩塌，人们也开始叫喊。,69,21
"The dust settles and the rocks don’t cause a cave-in, thankfully, but I can still hear screaming.",所幸的是没有造成塌方，但尖叫声仍不绝于耳。,97,21
It’s Dimitri.,是Dimitri的。,13,10
"Me, Paul and Felipe run up to him and I feel a knot in my stomach when I can smell the blood.",我强忍着令人反胃的血腥气，急忙跟着Paul和Felipe跑向他。,93,32
Paul looks so mad that he’s seeing red.,Paul见状肺都要气炸了。,39,13
"Beckett, Nate and Ben were all running towards us.",Beckett、Nate和Ben都跑了过来。,50,22
"Felipe was on the floor shoving the piece of boulder off Dimitri’s leg, which made him roar out in pain.",Felipe正蹲在地上，搬开压着Dimitri的腿的岩石，这令他痛得哀嚎。,104,37
As far as I could tell it was only Dimitri's foot that was hurt...,据我所见，Dimitri只有腿部受伤...,66,21
...but that was a lot of blood.,...然而出血量非常大。,31,12
"The bear’s voice is still confident, but he sounds as shaky as could be.",熊依然操着自信的口吻，听起来却犹如风中残烛。,72,22
Felipe takes off his handkerchief to bind the wounds.,Felipe摘下围巾为他包扎伤口。,53,17
"Dimitri just laughs and then closes his eyes, looking close to losing consciousness.",Dimitri只是笑了声，便闭上双眼，眼看就要失去知觉了。,84,29
Ben gave the wolverine an incredulous look.,Ben难以置信地盯着狼獾。,43,13
Wait a minute...,等一下...,16,6
Is there proof in the bag?,袋子里真的有证据吗？,26,10
I saw Ben stare back at us with blank eyes; it’s like there’s nothing there.,我看到Ben以空虚的眼神回望着我们，其中不含一丝感情。,76,27
" No guilt, no anger from receiving a false accusation.",既没有罪恶感，也没有被冤枉的愤怒。,54,17
"Just...nothing, immeasurably dark and deep.",就只是...空虚，深不可测的黑暗。,43,17
"He walked up to Paul and took the bag from his hand, retrieving a dynamite stick, then plucking the wick out of it.",他走到Paul面前，从对方手中夺过袋子，取出一根炸药并抽出引线。,115,32
He held it to the flame and waited.,他将其点燃。,35,6
"It gave off a slow, steady burn.",引线燃得缓慢而稳定。,32,10
Paul looked like he didn’t know what to say.,Paul哑口无言。,44,9
Beckett tested every single wick in the back.,Beckett依次检查了所有引线。,45,17
None of them lit up like the first one.,全都没有第一根着的那么夸张。,39,14
But... I know what I saw.,但...我的眼睛是不会骗人的。,25,15
Beckett stood up and rubbed his hands together.,Beckett站起身，搓了搓双手。,47,17
